name,date,year,director,prod,composer,cast_mem
Rama Chakkani Seetha,September,2019.0,Sriharsha Manda,"Crocodile Creations, Leo Celluloids",Kesava Kiran,"Priyadarshi Pulikonda, Ravi Babu, Sukrutha Wagle, Laxman Meesala, Kasi Vishwanath, Mirchi Madhavi, Madhu Mani, Bullet Bhaskar, Rahul Sipligunj, Krishna Mohan"
Pandu Gadi Photo Studio,September,2019.0,Dileep Raj,Sri Venkateswara Vidyalams Arts,Vinod Yajamanya,"Mohammad Ali, Babu Mohan, Bhavya Sri, Jeeva, Vinod Kumar, Rishitha, Chitram Seenu"
RDX Love,October,2019.0,Shankar Bhanu,Haappy Movies,Radhan,"Aamani, Tejus Kancherla, Pavaan Kesari, Mumait Khan, Adithya Menon, Nagineedu, Naresh, Sai Phanindhra, Payal Rajput, Vidyullekha Raman"
Raju Gari Gadhi 3,October,2019.0,Omkar,"Goldmines Telefilms, Oak Entertainments",Shabir,"Ashwin Babu, Avika Gor, Urvashi, Mohammad Ali, Brahmaji, Ajay Ghosh, Prabhas Sreenu, Hariteja, Dhanraj, Getup Srinu"
Evvarikee Cheppoddu,October,2019.0,Basava Shankar Eeday,Crazyants Productions,Sanker Sharma,"Rajsekhar Aningi, Keshav Deepak, Durgaprasad K, Sujatha Gosukonda, Karthikesh, Vamsi Nekanti, K. Prasanna, Meka Rukmini, Geddam Srinivas, Rakesh Varre"
Meeku Maathrame Chepta,November,2019.0,Shammeer Sultan,"Global Cinemas, King of the Hill",Sivakumar,"Tharun Bhascker Dhaassyam, Anasuya Bharadwaj, Vani Bhojan, Vijay Deverakonda, Pavani Gangireddy, Abhinav Gomatam, Avantika Mishra, Vinni Mobstaz, Naveen George Thomas"
Operation Gold Fish,October,2019.0,Sai Kiran Adivi,"U&I Entertainments, Vinayakudu Talkies",Sricharan Pakala,"Aadi, Sasha Chettri, Nitya Naresh, Krishnudu, Abburi Ravi, R.J. Hemant, Anish Kuruvilla, Manoj Nandam, Parvateesam, Karthik Raju"
Thippara Meesam,October,19.0,Krishna Vijay,"Krishna Vijay L Productions, Rizwan Entertainment, Shri Om Cinema",Suresh Bobblli,"Rajsekhar Aningi, Benerjee, Neha Deshpande, Naveen Neni, Ravi Prakash, Pilla Prasad, Praveen, Achut Ramarao, Rohini, Lahari Shari"
Thupaki Ramudu,October,2019.0,T. Prabhakar,Rasamayi Films,,"Chandu Tulasi, Anurag Parvathaneni, Bitthiri Sathi, Sooram Santhosh, Idunuri Padma, Pavitra, Venkat Nandan, Jammi Vijay Kumar, Maqbool Hussain, Raju"
Yedu Chepala Katha,November,2019.0,Sam J. Chaitanya,Charitha Cinema Arts,,"Adala Akilesh, Akshara, Ankitha, Anupama, Avanthika, Chaitanya, Meghana Chowdary, Dasu, Minnath Fathima, Hari"
Raagala 24 Gantallo,November,2019.0,Sreenivass Redde,"Karthikeya Celluloids, Sri Navhas Creations",Raghu Kunche,"Ambika, Ammulu, Anushka, Krishna Bhagavan, Bhaskar, Y.M. Das, Debi, Devipriya, Gokul, Indu"
Raja Vaaru Rani Gaaru,November,2019.0,Ravi Kiran Kola,"Media9 Celebrity Management, SL Entertainments",Jay Krish,"Kiran Abbavaram, Ajay, Vegi Bhadram, Srinivas Bhogireddy, Chotu Cherry, Durga, Rahasya Gorak, Yazurved Gurram, Rajkumar Kasireddy, Prem Kishore"
George Reddy,November,2019.0,"B. Jeevan Reddy, Rajrajan","Mic Movies, Silly Monks Studios, Three Lines Cinemas",,"Sandeep Madhav, Satyadev Kancharana, Pawon Ramesh, Manoj Nandam, Devaki Aacharya, Aaron, Abhinav, Bunny Abiran, Sonia Akula, Alan"
Aaviri,November,2019.0,Ravi Babu,"Flying Frogs Production, Goldmines Telefilms",Vaidhhy,"Ravi Babu, Neha Chauhan, Himaja, Mukhtar Khan, Sri Muktha, Bharani Shankar, Kasi Vishwanath"
Arjun Suravaram,November,2019.0,T. Santhosh,Movie Dynamix,Sam C.S.,"Nikhil Siddharth, Lavanya Tripathi, Satya Akkala, Tarun Arora, Vatsan Chakravarthi, Pandu Chirumamilla, Delson D'Souza, Vennela Kishore, Nagineedu, Krishna Murali Posani"
Beach Road Chetan,November,2019.0,"Chetan Maddineni, Chakravarty Devulapalli, Eswar Surapu",CM (Chetan Maddineni) Productions,Samuel J. Benaiah,"Kuppili 'A.U. Prasad' Suryaprasad, Razia Abdul, Adiraju, Suja Ansari, 'Singhu Bhai' Avtar Singh, Veeresh Babu, Bhavya, Chaitanya, Chakravarty Devulapalli, Raju Gokivada"
Tholubommalata,November,2019.0,Vishwanath Maganti,Suma Durga Creations,Suresh Bobblli,"Vennela Kishore, Rajendra Prasad, Sampath Raj, Devi Prasad, Rajsekhar Aningi, Chalapathi Rao, Pooja Ramachandran, Dhanraj, Sirisha Sougandh, Viswant Duddumpudi"
Tenali Ramakrishna BA.BL,November,2019.0,G. Nageswara Reddy,"SNS Creations, Sarvanth Ram Creations",Sai Karthik,"Sundeep Kishan, Vennela Kishore, Hansika Motwani, Bhupal Raju, Varalaxmi Sarathkumar, Murli Sharma"
Ranasthalam,November,2019.0,Adhi Aravala,Sri Laxmi Art Creations,,"Satyam Rajesh, Jabardasth Appa Rao, Chandra Sekhar, Shalu"
Planning,November,2019.0,Bl Prasad,"Sai Ganesh Movies, Sai Sangeeth Studios",Uday Kiran Uk,"Bashir Mahindra, Mamatha Kulkarni, Andrade Alisha, Chaitanya Reddy Adith, Tiriveedhi Rangasai, Urkundappa, Bhukya Shankar, Tirumala Rao, Santosh, Kumar Velicheti Pavan"
Mathu Vadalara,December,2019.0,Ritesh Rana,"Clap Entertainment, Mythri Movie Makers",Kaala Bhairava,"Sri Simha Koduri, Satya, Naresh Agastya, Athulya Chandra, Brahmaji, Vennela Kishore, Ajay, Baji, M.D. Basha, Master Bunty"
Ruler,December,2019.0,K.S. Ravikumar,"CK Entertainments, Haappy Movies",Chirantan Bhatt,"Nandamuri Balakrishna, Sonal Chauhan, Vedhika, Prakash Raj, Bhoomika Chawla, Shataf Figar, Jayasudha, Sayaji Shinde, Nagineedu, Srinivasa Reddy"
Prati Roju Pandaage,December,2019.0,Maruthi Dasari,"GA2 Pictures, Goldmines Telefilms, UV Creations",S. Thaman,"Sai Dharam Tej, Raashi Khanna, Sathyaraj, Rao Ramesh, Vijayakumar, V.K. Naresh, Murli Sharma, Ajay, Satyam Rajesh, Gayatri Bhargavi"
Venky Mama,December,2019.0,Bobby Kolli,"People Media Factory, Suresh Productions",JD,"Raashi Khanna, Naga Chaitanya Akkineni, Payal Rajput, Nassar, Prakash Raj, Venkatesh Daggubati, Rao Ramesh, Kishore Kumar G., Geetha, Raghu Babu"
Amma Rajyamlo Kadapa Biddalu,December,2019.0,Siddharth Thatholu,"R Company, Tiger Company Production",Ravi Shankar,"Ram Gopal Varma, Mohammad Ali, Brahmanandam, Ajmal Ameer, Srikanth Iyengar, Rajsekhar Aningi, Dhanraj, Farooq Khan, Prabhavathi, Sairaj Suthari"
Iddari Lokam Okate,December,2019.0,G.R. Krishna,Sri Venkateswara Creations,Mickey J. Meyer,"Shalini Pandey, Raj Tarun, Nassar, Rohini, Kalpalatha, Darbha Appaji Ambarisha, Satish Saripalli, Devi Prasad, Trinadha Rao Nakkina, Prudhviraj"
Software Sudheer,December,2019.0,Rajasekhar Reddy,Sekhara Art Creations,Bheems Ceciroleo,"Abhishek, Anil, Anjali, Anji, Baba, Dhanya Balakrishna, Chitra, Sasi Devi, Gaddar., Giri"
Mismatch,December,2019.0,N.V. Nirmal Kumar,Adhiroh Creative Signs,,"Amala, Anirudh, Aravind, Badhram, Sriram Balaji, Srinivas Bontha, Sai Charan, Dinakar, Vijaya Durga, Vivek Enugurthi"
"Wife, i",December,2019.0,Gssp Kalyan,Lakshmi Charitha Arts,Vinod Yajamanya,"Surya Akondi, Gunjann Aras, Fida Gill, Gunnjan, Mahesh Vitta"
ASHWAMEDHAM,December,2019.0,Nitin G.,Aurous Avatar Entertainment,Charan Arjun,"Dhruva Karunakar, Shivangi, Suman, Vennela Kishore, Priyadarshi Pulikonda, Arjun Ambati"
Bhagyanagara Veedullo Gamattu,December,2019.0,Srinivasa Reddy,"Flying Colors, Toughened Studios",Saketh Komanduri,"Hyper Aadi, Ananth, Anjali, Santhosh B.B.C., Raghu Babu, Bhadram, Chammak Chandra, Chitti, Harsha, Jhansi"
Ala Vaikunthapurramuloo,January,2020.0,Trivikram Srinivas,"Geetha Arts, Haarika & Hassine Creations",S. Thaman,"Allu Arjun, Pooja Hegde, Tabu, Jayaram, Murli Sharma, Sachin Khedekar, Sushanth, Nivetha Pethuraj, Navdeep, Samuthirakani"
Sarileru Neekevvaru,January,2020.0,Anil Ravipudi,"AK Entertainments, G. Mahesh Babu Entertainment, Sri Venkateswara Creations",Devi Sri Prasad,"Mahesh Babu, Rashmika Mandanna, Vijayashanti, Rajendra Prasad, Prakash Raj, Tanikella Bharani, Rao Ramesh, Murli Sharma, Satyadev Kancharana, Krishna Murali Posani"
Aswathama,January,2020.0,Ramana Teja,Ira Creations,Ghibran,"Naga Shaurya, Mehreen Pirzada, Jisshu Sengupta, Prince Cecil, Sargun Luthra, Krishna Murali Posani, Mukku Avinash, Aadarsh Balakrishna, M.S. Bhaskar, Anitha Chowdhary"
Disco Raja,January,2020.0,Vi Anand,"Lead India Entertainments, SRT Entertainments",S. Thaman,"Ravi Teja, Payal Rajput, Nabha Natesh, Tanya Hope, Bobby Simha, Sunil, Vennela Kishore, Ramki, V.K. Naresh, Shishir Sharma"
Choosi Choodangaane,January,2020.0,Sesha Sindhu Rao,Dharmapath Creations,Gopi Sundar,"Ashmitha, Srinivas Avasarala, Bhanu, Bhargav, Varsha Bollamma, Keshav Deepak, Dhruv, Rakesh Goud, Srikar Goud, Rajeswari Iyer"
Hit,February,2020.0,Sailesh Kolanu,"Wall Poster Cinema, Goldmines Telefilms",Vivek Sagar,"Vishwak Sen, Ruhani Sharma, Murli Sharma, Bhanuchander, Brahmaji, Chaitanya Sagiraju, Naveena Reddy, Ravi Raja, Sahithi, Raviraj"
Jaanu,February,2020.0,C. Prem Kumar,"Goldmines Telefilms, Sri Venkateswara Creations",Govind Vasantha,"Sharwanand, Sai Kiran Kumar, Samantha Ruth Prabhu, Gouri Kishan, Saranya Pradeep, Hasini Anvi, Vennela Kishore, Madan Reddy, Thagubothu Ramesh, Bommali Lakshman Rao"
World Famous Lover,February,2020.0,"Kranthi Madhav, Gaurav Mahaur","Creative Commercials, Goldmines Telefilms",Gopi Sundar,"Vijay Deverakonda, Raashi Khanna, Aishwarya Rajesh, Catherine Tresa, Izabelle Leite, V. Jayaprakash, Priyadarshi Pulikonda, Shatru, Chakrapani Ananda, Aditya Jonnawada"
Bheeshma,February,2020.0,Venky Kudumula,Sithara Entertainments,Mahati Swara Sagar,"Nithiin, Rashmika Mandanna, Anant Nag, Jisshu Sengupta, Sampath Raj, V.K. Naresh, Ajay, Lakshmi Gopalaswamy, Vennela Kishore, Brahmaji"
Pressure Cooker,February,2020.0,"Sujoi, Sushil",Karampuri kreations,Sunil Kashyap,"Sai Ronak, Preethi Asrani, Rahul Ramakrishna, Abhinaya, Anil, Babloo, Saikumar Babloo, Tanikella Bharani, Vijay Bhaskar, Rakesh Bhatia"
Raahu,February,2020.0,Subbu Vedula,Sri Shakthy Swaroop Movie Creations,Praveen Lakkaraju,"Dinesh Akki, Kishore Babu, Ganesh Bandi, Srinivasa Rao Bethapudi, Chalaki Chanti, Raja Devarakonda, Kiran Ganti, Rajesh Ganti, Kriti Garg, Vajja Venkata Giridhar"
Savaari,February,2020.0,Saahith Mothkuri,Kaalva Narasimha Swamy Productions,Sekhar Chandra,"Anupama, Srikanth Reddy Ganta, Gauthami, Baby Hiranya, Jaiprakash, Nandu Vijay Krishna, Jeevan Kumar, Shiva Kumar, Madee, Krishna Mohan"
3 Monkeys,February,2020.0,G. Anil Kumar,Orugallu Cine Creations,,"Arunvikkirala, Yogesh Bhardwaj, Karunya Chowdary, G. Mubaraka Dawood, Kancherapalemkeshav, Kautilya, Lochan Rishi Koduri, A. Naveen Kumar, G. Anil Kumar, Lakshmanbuchi"
Valayam,February,2020.0,Ramesh Kadumula,Sri Tirumala Tirupathi Venkateswara Films,Sekhar Chandra,"Sri Sudha, Digangana Suryavanshi, Kalpalatha, Ravi Prakash, Ravi Varma, Kireeti, Mumtaj, Laksh Chadalavada, Noel Sean, R.J. Hemant"
Oka Chinna Viramam,February,2020.0,Sundeep Cheguri,"Moonwalk Entertainments, Sri Balaji Video",Bharath Manchiraju,"Punarnavi Bhupalam, Garima, Naveen Neni, Sanjay Varma, Chandra Vempaty"
Neevalle Nenunna,February,2020.0,M. Saibaba,Encounter Pictures,Sidharth Sadasivuni,"Sri Pallavi, Jabardasth Ram Prasad, Surya Srinivas, Surya Srinivas"
Palasa 1978,March,2020.0,Karuna Kumar,"Media9 Celebrity Management, Sudhas Media",,"Rakshith, Nakshatra, Raghu Kunche, Vijay Ram, Thiruveer, Laxman Meesala, Prawin Yendamuri, Jagadeesh Prathap Bandari, Mirchi Madhavi, Thanmai Bolt"
O Pitta Katha,March,2020.0,Chandu Muddu,Bhavya Creations,Praveen Lakkaraju,"Brahmaji, Shiva Karthik, Viswant Duddumpudi, Nitya Shetty, Sanjay Rrao, Namitha, Manjari, Srinivas Bhogireddy, Surya Teja, Adnan Javid Khan"
Madha,March,2020.0,Srividya Basawa,Third Eye Productions,Naresh Kumaran,"Trishna Mukherjee, Rahul Venkat, Anish Kuruvilla, Bikramjeet Kanwarpal, Bunny Abiran, Ajay, Darbha Appaji Ambarisha, Harshad Babu, Qudrat Bhatia, Vije Bhatia"
Shivan,March,2020.0,Shivan,SR Cine Entertainments,,"Sai Teja Kalvakota, C.V.L. Narasimha Rao, Sudhakar Reddy, Taruni Singh"
302,March,2020.0,Karthikeya Miriyala,Dream Tree Media,,"Bhavika Desai, Vennela Kishore, Thagubothu Ramesh, Ravi Varma, Tillu Venu"
Dirty Hari,April,2020.0,M.S. Raju,SPJ Creations,,"Shravan Reddy, Simratt Kaur Randhawa, Ruhani Sharma, Roshan Basheer, Darbha Appaji Ambarisha, Keshav Deepak, Sreenidhi Tirumala"
Raju Gari Kidnap,April,2020.0,Anu Prasad,"Anandamaye Productions, Genuine Pictures",Shravan Bharadwaj,"Harika Varma Chekuri, Amardeep Chowdary, Santosh Devarakonda, Nikhil Jogi, Vineetha Karira, Yogi Khatri, Srikanth Parkaala, Tamma Prakash, Shilpa Reddy, Anirudh Sameer"
Run,May,2020.0,Lakshmikanth Chenna,First Frame Entertainment,Naresh Kumaran,"Bhanu Sri, Gautham Bhavaraju, Mukhtar Khan, Kireeti, Kousalya, Padmaja Lanka, Madhu Nandan, Navdeep, Pujita Ponnada, Manali Rathod"
Krishna and His Leela,June,2020.0,Ravikanth Perepu,"Suresh Productions, Viacom18",Sricharan Pakala,"Sidhu Jonnalagadda, Shraddha Srinath, Seerat Kapoor, Shalini Vadnikatti, Jhansi, Harsha Chemudu, Sampath Raj, Samyuktha Hornadu, Raj Madiraju, Sricharan Pakala"
47 Days: The Mystery Unfolds,June,2020.0,Pradeep Maddali,Zee5,Raghu Kunche,"Satyadev Kancharana, Pooja Jhaveri, Roshini Prakash, Ravi Varma, Srikanth Iyengar, Mukhtar Khan, Kireeti, Abhilash, Baby Akshara, Anusha"
Uma Maheswara Ugra Roopasya,July,2020.0,Venkatesh Maha,"Arka Mediaworks, Mahayana Motion Pictures",Bijibal,"Satyadev Kancharana, V.K. Naresh, Suhas, K. Raghavan, Chandana Koppisetti, Ravindra Vijay, Tnr, Ram Prasad, Karuna Kumar, Praveena Paruchuri"
Bhanumathi & Ramakrishna,July,2020.0,Srikanth Nagothi,"Hand Picked Stories, Krishiv Productions, North Star Entertainment",Sravan Bharadwaj,"Darbha Appaji Ambarisha, Naveen Chandra, Raja Chembolu, Harsha Chemudu, Salony Luthra, Deviyyani Sharma, Shalini Vadnikatti"
Meka Suri,July,2020.0,Trinadh Velisila,"1725 Studio, Simba Entertainment",Saroja,"Abhinay, Naresh Byreddy, Sharat Kumar, Sravan, Sumaya Syed"
Bucchi Naidu Kandriga,August,2020.0,Poluri Krishna,Sri Sai Power Creative Works,Maahiramsh,"Dora Babu, Raja Babu, Drishika Chander, Indhu, Pavitra Jayaram, Kanitha, Raman Lal, Munna, Nagababu, Srinivas Naidu"
Blue Eyes,August,2020.0,Rajesh Murthy,Radha Madhavi Productions,M. Anirudh,"R.J. Prithvi, Nastiya Roy, Afreen Sidhu, Nishant Valia"
Johaar,August,2020.0,Teja Marni,Dharma Surya Pictures,Priyadarshan Balasubramanian,"Esther Anil, Rajsekhar Aningi, Chalapathi Rao, Naina Ganguly, Ankith Koyya, Chaitanya Krishna, Cvl Narasimha Rao, Easwari Rao, Dayanand Reddy, Rohini"
Ee Rathri Ki Evaru,August,2020.0,Krishna Karthik,Login Media,,"Ajay Dixit, Himaja, Meghana, Santoshi Sharma"
Asalu Em Jarigindhante,August,2020.0,Srinivas Bandari,"ABR Productions, GSFilms",Charan Arjun,"Karunya Chowdary, KarronyaKatrynn, Mahendran, Sri Pallavi, Phani, Kumanan Sethuraman, Shaani Soloman, Hari Teja"
All Is Well with Suma,August,2020.0,Sanjeev,Aha,,"Rana Daggubati, Vijay Deverakonda, Suma Kanakala, Nani"
Maguva,September,2020.0,Sriram Yedhoti,Universal Dreams,Sabu Varghese,"Suresh Babu, Harishchandhra, Madhupriya, Naviketh Patil, Prasanna Pushpamala, Ragini, Devalaraju Ravi"
V,September,2020.0,Mohana Krishna Indraganti,"Goldmines Telefilms, Sri Venkateswara Creations",S. Thaman,"Nani, Sudheer Babu Posani, Nivetha Thomas, Aditi Rao Hydari, Tanikella Bharani, Chakrapani Ananda, Aadarsh Balakrishna, Ramana Bhargava, Krishna Manjusha C, Raja Chembolu"
It's Time to Party,September,2020.0,Goutham E.V.S.,"Aims Motion Pictures, Cocktail Cinemas",Sekhar Mopoori,"Ditipriya Bhattacharya, Siddharth Gollapudi, Abhilash Maddineni, Maya Nelluri, Basha Mohiddin Shaik, Krish Siddipalli, Sreemukhi"
Colour Photo,October,2020.0,Sandeep Raj,"Amrutha Productions, Loukya Entertainment",Kaala Bhairava,"Suhas, Chandini Chowdary, Sunil, Harsha Chemudu, Divya Sripada, Aadarsh Balakrishna, Sai Krishna Enreddy, Dana Abed, Srividya Maharshi, Jaya Naidu"
Orey Bujjigaa,October,2020.0,Vijay Kumar Konda,Sri Sathya Sai Arts,Anup Rubens,"Raj Tarun, Malvika Nair, Hebah Patel, Annapoorna, Bhadram, Ajay Ghosh, Anish Kuruvilla, Madhunandan, Duvvasi Mohan, V.K. Naresh"
Middle Class Melodies,November,2020.0,Vinod Anantoju,Bhavya Creations,Sweekar Agasthi,"Anand Deverakonda, Varsha Bollamma, Abhiram, Achila, Ajay, Vinod Anantoju, Katta Anthony, Medaravinay Kumar Bablu, Bhagya, Kalisetty Shiva Bhavanarayana"
Miss India,November,2020.0,Narendra Nath,"East Coast Productions, Goldmines Telefilms",S. Thaman,"Keerthy Suresh, Naveen Chandra, Sumanth Shailendra, Kamal Kamaraju, Pujita Ponnada, Divya Sripada, Bhanu Sri Mehra, Aliza Rajan, Jagapathi Babu, Nadia Moidu"
Gatham,November,2020.0,Kiran Kondamadugula,S Originals,Sricharan Pakala,"Bhargava Poludasu, Rakesh Galebhe, Poojitha Kuraparthi, Lakshmi Bharadwaj, Harsha Vardhan Pratap, Thirumudi Thulasiraman, Uss Uppuluri, Sof Puchley, Raghu Gopal, Toktam Aboozary"
Anaganaga O Athidhi,November,2020.0,Dayal Padmanabhan,Trendloud,,"Chakrapani Ananda, Darbha Appaji Ambarisha, Baby Aradhya, Ayesha, Master Chandrashekar, Chaitanya Krishna, Naveen Krishna, Y M Vamsi Krishna, Ashok Kumar, Sri Lakshmi"
Maa Vintha Gaadha Vinuma,November,2020.0,Aditya Mandala,"Aryath Cine Entertainments, Melodrama Studios, Silly Monks Studios",Joy,"Sidhu Jonnalagadda, Seerat Kapoor, Tanikella Bharani, Kalpika Ganesh, V. Jayaprakash, Kamal Kamaraju, Aditya Mandala, Mounima, Rajshri Nair, Pragathi"
Shrungaaram Art of Love,November,2020.0,Kumaar Aadarsh,UVT Cinemas,Aditya Shankar,"Kumaar Aadarsh, Zuber Kamal Khan, Khushi Mukherjee, Kashish Pandey"
Meka Suri 2,November,2020.0,Trinadh Velisila,"1725 Studio, Simba Entertainment",Saroja,"Abhinay, Naresh Byreddy, Sahithi Dasari, Lirisha, Pramod, Salvi Stavan, Sumaya Syed"
Solo Brathuke So Better,December,2020.0,Subbu,"Sri Venkateswara Cine Chitra, Zee Studios",S. Thaman,"Sai Dharam Tej, Nabha Natesh, Kathryn Davison, Rajendra Prasad, V.K. Naresh, Kalyani Natarajan, Rao Ramesh, Vennela Kishore, Ajay, Sahithi Dasari"
Oka Telugu Prema Katha,December,2020.0,B. Santosh Krishna,Digiquest Productions,Mahit Narayan,"Mahinder Babu, Sammeta Gandhi, Lavanya, Itz Me Satya, Bhavani Shankar, Krishan Kumar Suryavanshi"
Naked: The Lust,December,2020.0,Skn,Third Eye Cinemas,T. Rajesh,"Anand Bharathi, Meghana Chowdary, Archana Singh Rajput, Shree Rapaka, Chatrapathi Sekhar, Amit Tiwari"
Murder,December,2020.0,"Anand Chandra, Ram Gopal Varma","Kwity Entertainments, Nattis Entertainments",,"Sahithi Avancha, Gayatri Bhargavi, Keshav Deepak, Vajja Venkata Giridhar, Srikanth Iyengar, Sumit Keshri, Baby Lepakshi, Ganesh Naidu"
IIT Krishnamurthy,December,2020.0,Sreevardhan,"Akki Arts, Crystolyte Media Creations",Naresh Kumaran,"Prudhvi Dandamudi, Vinay Varma, Maira Doshi, Anand Bharathi, Satya, Alok Jain, Banerjee, Swarnakanth, Vinod Kumar Nuvvula, Bala Parasar"
Naa Peru Raja,2020,2020.0,Chaanakya,Amogh Enterprises,Ellwyn Joshua,"Aakarshika, Ayushree, Nasreen, Raaj Suriyan"
28 Degree Celsius,2020,2020.0,Anil Viswanath,"Riverside Cinemas, Veeranjaneya Productions, Xenus Studio",,"Abhay Bethiganti, Naveen Chandra, Harsha Chemudu, V. Jayaprakash, Priyadarshi Pulikonda, Raja Ravindra, Shalini Vadnikatti"
BomBhaat,December,2020.0,Raghavendra Varma Indukuri,"Sucheta DreamWorks Productions, Sucheta DreamWorks Productions [IND]",Josyabhatla Rajasekhara Sarma,"Sai Sushanth Reddy, Simran Choudhary, Chandini Chowdary, Priyadarshi Pulikonda, Makrand Deshpande, Shishir Sharma, Tanikella Bharani, Vineet Kumar, Hema, Fish Venkat"
Guvva Gorinka,December,2020.0,Mohan Babu Bammidi,Whacked Out Media,Suresh Bobblli,"Satyadev Kancharana, Priya Lal, Priyadarshi Pulikonda, Rahul Ramakrishna, Chaitanya Madadi, Fish Venkat, Anil, Bhadram, Chakrapani, Sai Chand"
Vitamin She,December,2020.0,Jayashankarr,Full Moon Productions (II),P.V.R. Raja,"Ashok, Srikanth Gurram, Sanjeev Joshi, Moin, Moin, Vikas Ponnuru, Ranjith Reddy, Prachi Thaker, Prachi Thakker"
Point Blank,October,2021.0,Rishaann,Ishwaryam Media Creations,Sai Pavan,"Abhinaya Krishna, Rachel, Heena, Adhire Abhi, Surya Kumar Bhagawan Das, Jeeva, Chatrapathi Shekar, Surya"
Alludu Adhurs,January,2021.0,Santosh Srinivas,Sumanth Movie Productions,Devi Sri Prasad,"Sai Srinivas Bellamkonda, Nabha Natesh, Anu Emmanuel, Sonu Sood, Prakash Raj, Brahmaji, Vennela Kishore, Jayaprakash Reddy, Srinivasa Reddy, Vidyullekha Raman"
Krack,January,2021.0,Gopichand Malineni,Saraswathi Films Division,Sonu Sinha,"Ravi Teja, Shruti Haasan, Sudhakar Komakula, Samuthirakani, Varalaxmi Sarathkumar, Vamsee Chaganti, P. Ravi Shankar, Mohammad Ali, Sathwik Malineni, Chirag Jani"
Mail,January,2021.0,Uday Gurrala,Swapna Cinema,Sweekar Agasthi,"Sunny Palle, Gowri Priya, Priyadarshi Pulikonda, Harshith Reddy, Yennengee"
Mr & Miss,January,2021.0,Ashok Reddy Tatiparthi,Reading Lamp Creations,JD,"Aravind, Guntaka Subhash Chandu, Naveen Kumar Damarla, Vijay Dhintakurthi, Hariprasad Gantyala, Nag Gogulamudi, Praveen Gollu, Varun Gonela, Chinni Gunaganti, Macharla Jagadeesh"
Red,January,2021.0,Thirumala Kishore,"Sri Sravanthi Movies, Goldmines Telefilms",Mani Sharma,"Ram Pothineni, Nivetha Pethuraj, Malvika Sharma, Amritha Aiyer, Sampath Raj, Satya, Sonia Agarwal, Nassar, Krishna Murali Posani, Vennela Kishore"
30 Rojullo Preminchadam Ela,January,2021.0,Munna,S.V. Productions,Anup Rubens,"Pradeep Machiraju, Amritha Aiyer, Hyper Adhi, Badhram, Anasuya Bharadwaj, Harsha Chemudu, Rashmi Gautam, Harsha, Hema, Jabardasth Mahesh"
Super Over,January,2021.0,Praveen Varma,Sas Pictures,,"Ajay, Naveen Chandra, Chandini Chowdary, Rakendu Mouli, Praveen Varma"
Bangaru Bullodu,January,2021.0,P.V. Giri,"AK Entertainments, Goldmines Telefilms",Sai Karthik,"Allari Naresh, Pooja Jhaveri, Krishna Murali Posani, Ajay Ghosh, Vennela Kishore, Tanikella Bharani, Ananth, Bhadram, Bhupal, Raghu Kumar Karumanchi"
Suicide Club,2021,2021.0,Srinivas Bogadapati,3i Films,Kunni Gudipati,"Chandana, Venkata Krishna, Prawin, Sandeep Reddy, Shiva, Saket Singh"
Drushyam 2,November,2021.0,Jeethu Joseph,"Suresh Productions, Rajkumar Theaters Private Limited, Max Movies",Anil Johnson,"Venkatesh Daggubati, Meena, Nadia Moidu, V.K. Naresh, Tanikella Bharani, Sampath Raj, Satyam Rajesh, Shafi, Kruthika, Esther Anil"
Check,February,2021.0,Chandra Sekhar Yeleti,Bhavya Creations,Kalyana Ramana,"Nithiin, Rakul Preet Singh, Priya Prakash Varrier, Simran Choudhary, Sai Chand, Krishna Murali Posani, Murli Sharma, Harshavardhan, Sampath Raj, Rohit Pathak"
Uppena,February,2021.0,Buchi Babu Sana,"Mythri Movie Makers, Sukumar Writings",Devi Sri Prasad,"Panja Vaisshnav Tej, Krithi Shetty, Vijay Sethupathi, Gayatri Jayaraman, Sai Chand, Mahadevan, Brahmaji, Rajeev Kanakala, Naga Mahesh, Jaya Krishna"
Naandhi,February,2021.0,Vijay Kanakamedala,"SV2 Entertainment, B4U Motion Pictures",Sricharan Pakala,"Allari Naresh, Varalaxmi Sarathkumar, Harish Uthaman, Priyadarshi Pulikonda, Praveen, Vinay Varma, Srikanth Iyengar, Devi Prasad, Pramodhini, Navami Gayak"
Zombie Reddy,February,2021.0,Prasanth Varma,Apple Tree Studios,Mark K. Robin,"Teja Sajja, Anandhi, Daksha Nagarkar, R.J. Hemant, Getup Srinu, Lahari Shari, Vinay Varma, Naga Mahesh, Hari Teja, Prudhviraj"
G - Zombie,February,2021.0,"Aryan Gowra, Deepu",Surya Productions,Vinod Kumar Vinnu,"Lokesh Achari, Rajsekhar Aningi, Gowtham Avula, Shaik Chisty, Aryan Gowra, Maruri Harsha, Jaswanth, Sushmitha Kr, Vijaya Krishnan, Madhan"
Raani,December,2022.0,Raghavendra Kathare,"Manohari Arts, Naziya Shaik Productions, Naziya Sheik Productions",,"Rajsekhar Aningi, Darbha Appaji Ambarisha, Sujatha Gosukonda, Narendra Kantipudi, Srinivas Kolala, Meka Rama Krishna, Kishore Maarisetty, Surabhi Sravani, Swetaa Varma, Prawin Yendamuri"
